bhikkhupātimokkhapāḷi	pos	grammar	+case	tamil	meaning	lit. meaning	root	rt gp	sign	base	construction	compound type	compound construction	abbrev	source	sentence	aṭṭhakathā	feedback
saṅghādiseso	noun	masc nom sg of saṅghādisesa			offence requiring the involvement of the community in the beginning and the rest	with the community in the beginning and the rest					saṅgha + ādi + sesa			SA1	sukkavissaṭṭhisikkhāpadaṃ	sañcetanikā sukkavissaṭṭhi aññatra supin'antā <b>saṅghādiseso</b>.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=saṅghādiseso"">feedback</a>"
otiṇṇo	pp	masc nom sg, pp of otarati			smitten, infatuated	crossed down	√tar (cross)	1	a		ava + √tar > tir + na			SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu <b>otiṇṇo</b> vipariṇatena cittena mātugāmena saddhiṃ kāyasaṃsaggaṃ samāpajjeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=otiṇṇo"">feedback</a>"
vipariṇatena	adj	nt instr sg of viparaṇata, pp of vipariṇamati			with perverted, depraved	inverted	√nam (bend)	1	a		vi + pari + √nam + ta			SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu otiṇṇo <b>vipariṇatena</b> cittena mātugāmena saddhiṃ kāyasaṃsaggaṃ samāpajjeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vipariṇatena"">feedback</a>"
cittena	noun	nt instr sg of citta, from ceteti			with mind		√cit (think)	8	e		√cit + ta			SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena <b>cittena</b> mātugāmena saddhiṃ kāyasaṃsaggaṃ samāpajjeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=cittena"">feedback</a>"
mātugāmena	noun	masc instr sg of mātugāma			with a woman	group of mothers					mātu + gāma	genitive tappurisa	māt<b>ūnaṃ</b> + gāma	SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena <b>mātugāmena</b> saddhiṃ kāyasaṃsaggaṃ samāpajjeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=mātugāmena"">feedback</a>"
- mātu	noun	fem			mother									SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena <b>mātu</b>gāmena saddhiṃ kāyasaṃsaggaṃ samāpajjeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- mātu"">feedback</a>"
- gāmena	noun	masc instr sg of gāma			with group, collection									SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātu<b>gāmena</b> saddhiṃ kāyasaṃsaggaṃ samāpajjeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- gāmena"">feedback</a>"
kāyasaṃsaggaṃ	noun	masc acc sg of kāyasaṃsagga			physical contact, intimate touch						kāya + saṃsagga	instrumental tappurisa	kāy<b>ena</b> + saṃsagga	SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmena saddhiṃ <b>kāyasaṃsaggaṃ</b> samāpajjeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kāyasaṃsaggaṃ"">feedback</a>"
- kāya	noun	masc			body	collection	√ci (gather, accumulate)	5	nā		√ci > ki > kāy + *a			SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmena saddhiṃ <b>kāya</b>saṃsaggaṃ samāpajjeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- kāya"">feedback</a>"
- saṃsaggaṃ	noun	masc acc sg of saṃsagga, from saṃsajjati			contact, connection, intimacy, touch	sticking together	√saj (stick, cling)	3	ya		saṃ + √saj > sag + ya			SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmena saddhiṃ kāya<b>saṃsaggaṃ</b> samāpajjeyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- saṃsaggaṃ"">feedback</a>"
samāpajjeyya	verb	opt 3rd sg of samāpajjati	+acc		he engages in, practices, performs	enters	√pad (go, step)	3	ya	√pad + ya > pajja	saṃ + ā + pajja + ti			SA2	kāyasaṃsaggasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmena saddhiṃ kāyasaṃsaggaṃ <b>samāpajjeyya</b>		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=samāpajjeyya"">feedback</a>"
hatthagāhaṃ	noun	masc acc sg of hatthagāha			grabbing the hand, holding hands						hattha + gāha	genitive tappurisa	hatth<b>assa</b> + gāha	SA2	kāyasaṃsaggasikkhāpadaṃ	<b>hatthaggāhaṃ</b> vā veṇiggāhaṃ vā aññatarassa vā aññatarassa vā aṅgassa parāmasanaṃ, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=hatthagāhaṃ"">feedback</a>"
- hattha	noun	masc			hand									SA2	kāyasaṃsaggasikkhāpadaṃ	<b>hattha</b>ggāhaṃ vā veṇiggāhaṃ vā aññatarassa vā aññatarassa vā aṅgassa parāmasanaṃ, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- hattha"">feedback</a>"
- gāhaṃ	adj	masc acc sg of gāha			grabbing, grasping, holding		√gah (grasp)	6	ṇhā		√gah + *a			SA2	kāyasaṃsaggasikkhāpadaṃ	hattha<b>ggāhaṃ</b> vā veṇiggāhaṃ vā aññatarassa vā aññatarassa vā aṅgassa parāmasanaṃ, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- gāhaṃ"">feedback</a>"
veṇigāhaṃ	noun	masc acc sg of veṇigāha			grabbing the hair, holding a braid						veṇī + gāha	genitive tappurisa	veṇ<b>iyā</b> + gāha	SA2	kāyasaṃsaggasikkhāpadaṃ	hatthaggāhaṃ vā <b>veṇiggāhaṃ</b> vā aññatarassa vā aññatarassa vā aṅgassa parāmasanaṃ, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=veṇigāhaṃ"">feedback</a>"
- veṇi	noun	fem, in comps, veṇī			braid, plait	weave	√ve (weave)	1	a		√ve + ṇī			SA2	kāyasaṃsaggasikkhāpadaṃ	hatthaggāhaṃ vā <b>veṇi</b>ggāhaṃ vā aññatarassa vā aññatarassa vā aṅgassa parāmasanaṃ, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- veṇi"">feedback</a>"
aññatarassa	adj	masc gen sg of aññatara			of one of, of another of	another of					añña + tara			SA2	kāyasaṃsaggasikkhāpadaṃ	hatthaggāhaṃ vā veṇiggāhaṃ vā <b>aññatarassa</b> vā aññatarassa vā aṅgassa parāmasanaṃ, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=aññatarassa"">feedback</a>"
aṅgassa	noun	nt gen sg of aṅga			of a limb, part of the body	part	√añc (bend)	1	a		√añc > aṅg + a			SA2	kāyasaṃsaggasikkhāpadaṃ	hatthaggāhaṃ vā veṇiggāhaṃ vā aññatarassa vā aññatarassa vā <b>aṅgassa</b> parāmasanaṃ, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=aṅgassa"">feedback</a>"
parāmasanaṃ	noun	nt acc sg of parāmasana, from parāmasati			stroking, touching, rubbing	rubbing over	√mas (touch, rub)	1	a		parā + √mas + ana			SA2	kāyasaṃsaggasikkhāpadaṃ	hatthaggāhaṃ vā veṇiggāhaṃ vā aññatarassa vā aññatarassa vā aṅgassa <b>parāmasanaṃ</b>, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=parāmasanaṃ"">feedback</a>"
mātugāmaṃ	noun	masc acc sg of mātugāma			a woman	group of mothers					mātu + gāma	genitive tappurisa	māt<b>ūnaṃ</b> + gāma	SA3	duṭṭhullavācāsikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena <b>mātugāmaṃ</b> duṭṭhullāhi vācāhi obhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=mātugāmaṃ"">feedback</a>"
duṭṭhullāhi	adj	fem instr pl of duṭṭhalla			with vulgar, with rude, with obscene	fat, coarse	√thūl (be fat, coarse)	8	e		dur + √thūl + a			SA3	duṭṭhullavācāsikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmaṃ <b>duṭṭhullāhi</b> vācāhi obhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=duṭṭhullāhi"">feedback</a>"
vācāhi	noun	fem instr pl of vācā			with words, speech		√vac (speak)	1	a		√vac + *ā			SA3	duṭṭhullavācāsikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmaṃ duṭṭhullāhi <b>vācāhi</b> obhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vācāhi"">feedback</a>"
obhāseyya	verb	opt 3rd sg of obhāsati			he should speak rudely, speaks dirty	speaks low, speaks down	√bhās (shine, speak)	1	a	√bhās + a > bhāsa	ava + bhāsa + ti			SA3	duṭṭhullavācāsikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmaṃ duṭṭhullāhi vācāhi <b>obhāseyya</b>		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=obhāseyya"">feedback</a>"
yuvā	noun	masc nom sg of yuva			young man, youngster, youth									SA3	duṭṭhullavācāsikkhāpadaṃ	yathā taṃ <b>yuvā</b> yuvatiṃ methun'upasaṃhitāhi, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=yuvā"">feedback</a>"
yuvatiṃ	noun	fem acc sg of yavatī			young woman						yuva + tī			SA3	duṭṭhullavācāsikkhāpadaṃ	yathā taṃ yuvā <b>yuvatiṃ</b> methun'upasaṃhitāhi, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=yuvatiṃ"">feedback</a>"
methunūpasaṃhitāhi	adj	fem instr pl of methunūpasaṃhita			with related to sexual intercourse, concerned with sexual activity						methuna + upasaṃhita	instrumental tappurisa	methun<b>ena</b> + upasaṃhita	SA3	duṭṭhullavācāsikkhāpadaṃ	yathā taṃ yuvā yuvatiṃ <b>methun'upasaṃhitāhi</b>, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=methunūpasaṃhitāhi"">feedback</a>"
- methuna	noun	nt			sexual intercourse, sex	related to couples	√mith (pair)	1	a		√mith > meth + una + *a			SA3	duṭṭhullavācāsikkhāpadaṃ	yathā taṃ yuvā yuvatiṃ <b>methun</b>'upasaṃhitāhi, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- methuna"">feedback</a>"
- upasaṃhitāhi	adj	fem instr pl of upasaṃhita, pp of upasaṃdahati			with connected with, related to	placed together near	√dhā (place, support)	1	a		upa + saṃ + √dhā + ita			SA3	duṭṭhullavācāsikkhāpadaṃ	yathā taṃ yuvā yuvatiṃ methun'<b>upasaṃhitāhi</b>, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- upasaṃhitāhi"">feedback</a>"
mātugāmassa	noun	masc gen sg of mātugāma			of a woman	group of mothers					mātu + gāma	genitive tappurisa	māt<b>ūnaṃ</b> + gāma	SA4	attakāmapāricariyasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena <b>mātugāmassa</b> santike attakāmapāricariyāya vaṇṇaṃ bhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=mātugāmassa"">feedback</a>"
santike	ind	prep, loc sg of santika	+gen		near to	in the presence of					sa + anta + ika + e			SA4	attakāmapāricariyasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmassa <b>santike</b> attakāmapāricariyāya vaṇṇaṃ bhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=santike"">feedback</a>"
attakāmapāricariyāya	noun	fem gen sg of attakāmapāricariyā			of serving oneself with sexual pleasure						atta + kāma + pāricariyā	locative tappurisa	attakām<b>e</b> + pāricariyā	SA4	attakāmapāricariyasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmassa santike <b>attakāmapāricariyāya</b> vaṇṇaṃ bhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=attakāmapāricariyāya"">feedback</a>"
- attakāma	noun	masc			one’s own pleasure, sex for oneself						atta + kāma	dative tappurisa	attano + kāma	SA4	attakāmapāricariyasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmassa santike <b>attakāma</b>pāricariyāya <b>vaṇṇaṃ</b> bhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- attakāma"">feedback</a>"
- - atta	noun	masc			self, oneself									SA4	attakāmapāricariyasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmassa santike <b>atta</b>kāmapāricariyāya <b>vaṇṇaṃ</b> bhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - atta"">feedback</a>"
- - kāma	noun	masc, from kāmeti			sex, sexual pleasure		√kam (desire)	8	e		√kam + *a			SA4	attakāmapāricariyasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmassa santike atta<b>kāma</b>pāricariyāya vaṇṇaṃ bhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - kāma"">feedback</a>"
- pāricariyāya	noun	fem gen sg of pāricariyā, from paricara			of service, ministering, attending	walking around	√car (walk, behave)	1	a		pari > pāri + √car + a + *iyā			SA4	attakāmapāricariyasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmassa santike attakāma<b>pāricariyāya</b> vaṇṇaṃ bhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- pāricariyāya"">feedback</a>"
vaṇṇaṃ	noun	masc acc sg, from vaṇṇeti			praise, value		√vaṇṇ (praise)	8	e		√vaṇṇ + a			SA4	attakāmapāricariyasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmassa santike attakāmapāricariyāya <b>vaṇṇaṃ</b> bhāseyya		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vaṇṇaṃ"">feedback</a>"
bhāseyya	verb	opt 3rd sg of bhāsati			he could speak		√bhās (shine, speak)	1	a	√bhās + a > bhāsa	bhāsa + ti			SA4	attakāmapāricariyasikkhāpadaṃ	yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmassa santike attakāmapāricariyāya vaṇṇaṃ <b>bhāseyya</b>		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=bhāseyya"">feedback</a>"
etadaggaṃ	noun	nt nom sg			this (is) the highest, this is the best						etad + agga	kammadhāraya	etad + agga	SA4	attakāmapāricariyasikkhāpadaṃ	<b>etad'aggaṃ</b> bhagini pāricariyānaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=etadaggaṃ"">feedback</a>"
- etad	pron	nt nom sg of eta			this									SA4	attakāmapāricariyasikkhāpadaṃ	<b>etad</b>'aggaṃ bhagini pāricariyānaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- etad"">feedback</a>"
- aggaṃ	noun	nt nom sg of agga			highest, best, top	peak								SA4	attakāmapāricariyasikkhāpadaṃ	etad'<b>aggaṃ</b> bhagini pāricariyānaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- aggaṃ"">feedback</a>"
bhagini	noun	fem voc of bhaginī			sister, woman		√bhaj (divide, distribute)	1	a		√bhaj > bhag + a + inī			SA4	attakāmapāricariyasikkhāpadaṃ	etad'aggaṃ <b>bhagini</b> pāricariyānaṃ		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=bhagini"">feedback</a>"
pāricariyānaṃ	noun	fem gen pl of pāricariyā, from paricara			of services, of ministrations	walking around	√car (walk, behave)	1	a		pari > pāri + √car + a + *iyā			SA4	attakāmapāricariyasikkhāpadaṃ	etad'aggaṃ bhagini <b>pāricariyānaṃ</b>		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=pāricariyānaṃ"">feedback</a>"
yā	pron	fem nom sg of ya			whoever, she									SA4	attakāmapāricariyasikkhāpadaṃ	<b>yā</b> mādisaṃ sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=yā"">feedback</a>"
mādisaṃ	adj	masc acc sg of mādisa			like me, resembling me						maṃ > mā + disa + *a			SA4	attakāmapāricariyasikkhāpadaṃ	yā <b>mādisaṃ</b> sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=mādisaṃ"">feedback</a>"
sīlavantaṃ	adj	masc acc sg of sīlavantu			virtuous, moral, good	who has virtue	√sīl (conduct oneself)	1	a		√sīl + a + vantu			SA4	attakāmapāricariyasikkhāpadaṃ	yā mādisaṃ <b>sīlavantaṃ</b> kalyāṇadhammaṃ brahmacāriṃ etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sīlavantaṃ"">feedback</a>"
kalyāṇadhammaṃ	adj	masc acc sg, comp			good-natured, of good character, well behaved						kalyāṇa + dhamma	kammadhāraya	kalyāṇa + dhamma	SA4	attakāmapāricariyasikkhāpadaṃ	yā mādisaṃ sīlavantaṃ <b>kalyāṇadhammaṃ</b> brahmacāriṃ etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kalyāṇadhammaṃ"">feedback</a>"
- kalyāṇa	adj				good									SA4	attakāmapāricariyasikkhāpadaṃ	yā mādisaṃ sīlavantaṃ <b>kalyāṇa</b>dhammaṃ brahmacāriṃ etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- kalyāṇa"">feedback</a>"
brahmacāriṃ	noun	masc acc sg of brahmacārī			celibate person	god walk					brahma + cārī	kammadhāraya	brahma + cārī	SA4	attakāmapāricariyasikkhāpadaṃ	yā mādisaṃ sīlavantaṃ kalyāṇadhammaṃ <b>brahmacāriṃ</b> etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=brahmacāriṃ"">feedback</a>"
- brahma	adj				divine, holy, spiritual		√brah (increase)	1	a		√brah + ma			SA4	attakāmapāricariyasikkhāpadaṃ	yā mādisaṃ sīlavantaṃ kalyāṇadhammaṃ <b>brahma</b>cāriṃ etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- brahma"">feedback</a>"
- cāriṃ	adj	masc acc sg of cārī			acting, behaving, living		√car (walk, behave)	1	a		√car + *ī			SA4	attakāmapāricariyasikkhāpadaṃ	yā mādisaṃ sīlavantaṃ kalyāṇadhammaṃ brahma<b>cāriṃ</b> etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- cāriṃ"">feedback</a>"
etena	pron	masc instr sg of eta			with this									SA4	attakāmapāricariyasikkhāpadaṃ	yā mādisaṃ sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ <b>etena</b> dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=etena"">feedback</a>"
