ID	Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Test	audio	Feedback	Tags
65549	vatthu 1	nt		vasati					land; property; ground			√vas 1 a (to live)		√vas + tu	vastu	√vas				SNP 39	kāmasuttaṃ<br/>aṭṭhakavaggo 1	khettaṃ <b>vatthuṃ</b> hiraññaṃ vā, gav'assaṃ dāsaporisaṃ,<br/>thiyo bandhū puthu kāme, yo naro anugijjhati.				MN 51	kandarakasuttaṃ	hatthi-gav’assa-vaḷava-paṭiggahaṇā paṭivirato hoti, khetta-<b>vatthu</b>-paṭiggahaṇā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:vatthu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vatthu 1&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
29174	khettavatthu	nt	comp						fields and plots of land					khetta + vatthu	kṣetra + vāstu			(MNa) tattha <b>khettaṃ</b> nāma yasmiṃ pubbaṇṇaṃ ruhati. <b>vatthu</b> nāma yasmiṃ aparaṇṇaṃ ruhati. yattha vā ubhayam'pi ruhati, taṃ <b>khettaṃ</b>. tadatthāya akatabhūmibhāgo <b>vatthu</b>.								MN 51	kandarakasuttaṃ	hatthigav’assavaḷavapaṭiggahaṇā paṭivirato hoti, <b>khettavatthu</b>-paṭiggahaṇā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khettavatthu&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
29177	khettavatthupaṭiggahaṇa	nt	act, comp						accepting fields and plots of land					khettavatthu + paṭiggahaṇa	kṣetra + vāstu + pratigrahaṇa			(MNa) tattha <b>khettaṃ</b> nāma yasmiṃ pubbaṇṇaṃ ruhati. <b>vatthu</b> nāma yasmiṃ aparaṇṇaṃ ruhati. yattha vā ubhayam'pi ruhati, taṃ <b>khettaṃ</b>. tadatthāya akatabhūmibhāgo <b>vatthu</b>.								MN 51	kandarakasuttaṃ	hatthigav’assavaḷavapaṭiggahaṇā paṭivirato hoti, <b>khettavatthupaṭiggahaṇā</b> paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khettavatthupaṭiggahaṇa&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
41642	paññā 1	fem		pajānāti					wisdom; knowledge; insight			√ñā 5 nā (to know)		pa + √nā + ā	prajñā	√jñā				AN 3.71	uposathasuttaṃ	tassa attano ca tāsañ’ca devatānaṃ saddhañ’ca sīlañ’ca sutañ’ca cāgañ’ca <b>paññañ</b>’ca anussarato cittaṃ pasīdati				SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ dukkhaṃ ariyasaccan’ti me, bhikkhave, pubbe ananussutesu dhammesu cakkhuṃ udapādi, ñāṇaṃ udapādi, <b>paññā </b>udapādi, vijjā udapādi, āloko udapādi.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	TH 251	raṭṭhapālattheragāthā	tasmā hi <b>paññā</b>’va dhanena seyyā, yāya vosānam’idh’ādhigacchati. <br/>abyositattā hi bhav’ābhavesu, pāpāni kammāni karoti mohā.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses	18n	55	[sound:paññā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paññā 1&entry.1433863141=Anki"">Fix it here</a>."	 Dhamma-cakkappavattana Raṭṭhapāla-thera-gāthā
14584	bhinna 2	pp		bhindati					split; split apart; broken; divided			√bhid 2 ṃa (to break, split)		√bhid + na	bhinna	√bhid										MN 51	kandarakasuttaṃ	iti <b>bhinnānaṃ</b> vā sandhātā sahitānaṃ vā anuppadātā samagg’ārāmo samaggarato samagganandī samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhinna 2&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
53156	sandhātar	masc	agent						reconciler; conciliator; lit. who puts together			√dhā 1 a (to place, support)		saṃ + √dhā + tar	saṃdhātṛ	√dhā										MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā <b>sandhātā</b> sahitānaṃ vā anuppadātā samagg’ārāmo samaggarato samagganandī samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sandhātar&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
50053	sahita 1	adj	pp	dahati					united; on friendly terms; lit. placed together			√dhā 1 a (to place, support)		saṃ + √dhā > (da)h + ita	saṃhita, sahita	√dhā										MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā <b>sahitānaṃ</b> vā anuppadātā samagg’ārāmo samaggarato samagganandī samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sahita 1&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
7404	anuppadātar	masc	agent	anuppadāti					provider (of); giver (of); supporter (of)			√dā 1 a (to give)		anu + pa + √dā + tar	anupradātṛ	√dā										MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā <b>anuppadātā</b> samagg’ārāmo samaggarato samagganandī samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anuppadātar&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
50800	samaggārāma	adj	comp						delighting in concord; enjoying peace					samagga + ārāma	samagra + ārāma											MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā anuppadātā <b>samagg’ārāmo</b> samaggarato samagganandī samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samaggārāma&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
9406	ārāma 1	adj	in comps	āramati				+loc	enjoying; delighting (in); taking pleasure (in)			√ram 1 a (to delight, please)		ā + √ram + *a	ārāma	√ram				AN 8.30	anuruddha mahāvitakkasuttaṃ	nippapañc’<b>ārāmassa</b>-ayaṃ dhammo nippapañca-ratino, n’āyaṃ dhammo papañc’<b>ārāmassa</b> papañca-ratino’ti				MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā anuppadātā samagg-<b>ārāmo</b> samaggarato samagganandī samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:ārāma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ārāma 1&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
50801	samaggarata	adj	comp						who enjoys unity; who is fond of concord; who likes harmony					samagga + rata	samagra + rata											MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā anuppadātā samagg’ārāmo <b>samaggarato</b> samagganandī samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samaggarata&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
48562	rata	pp		ramati					delighted in; devoted to; pleased; enjoyed			√ram 1 a (to delight, please)		√ram + ta	rata	√ram				DHP 187	buddhavaggo	api dibbesu kāmesu, ratiṃ so n'ādhigacchati. <br/>taṇha’kkhaya-<b>rato</b> hoti, sammā-sambuddha-sāvako				MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā anuppadātā samagg’ārāmo samagga-<b>rato</b> samagganandī samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=rata&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
50798	samagganandī	masc	agent, comp						who enjoys concord; who delights in peace					samagga + nandī	samagra + nandin											MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā anuppadātā samagg’ārāmo samaggarato <b>samagganandī</b> samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samagganandī&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
35470	nandī 1	adj	in comps	nandati					taking pleasure in; enjoying; delighting			√nand 1 a (to delight, enjoy)		√nand + ī	nandin	√nand				SN 35.241	paṭhamadārukkhandhopamasuttaṃ	idha gihīhi saṃsaṭṭho viharati, saha-<b>nandī</b> sahasokī, sukhitesu sukhito, dukkhitesu dukkhito, uppannesu kiccakaraṇīyesu attanā tesu yogaṃ āpajjati. ayaṃ vuccati manussaggāho.				MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā anuppadātā samagg’ārāmo samaggarato samagga-<b>nandī</b> samaggakaraṇiṃ vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nandī 1&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
50797	samaggakaraṇa	adj	comp						peace-making; unifying					samagga + karaṇa	samagra + karaṇa											MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā anuppadātā samagg’ārāmo samaggarato samagganandī <b>samaggakaraṇiṃ</b> vācaṃ bhāsitā hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=samaggakaraṇa&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
14037	bhāsitar	masc	agent	bhāsati					speaker			√bhās 1 a (to speak)		√bhās + itar	bhāṣitṛ	√bhāṣ										MN 51	kandarakasuttaṃ	iti bhinnānaṃ vā sandhātā sahitānaṃ vā anuppadātā samagg’ārāmo samaggarato samagganandī samaggakaraṇiṃ vācaṃ <b>bhāsitā</b> hoti	Anupubba-sikkhā	The Gradual Training	Teachings				Anupubba-sikkhā	The Gradual Training	Teachings	18n	55	[sound:bhāsitar.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhāsitar&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā Anupubba-sikkhā
30515	kumārikā	fem		kumāra					young girl (10-12 years old)			√kumār 8 *e (to play)		√kumār + a + ikā	kumārikā	√kumār				AN 9.11	sīhanādasuttaṃ	seyyathā’pi caṇḍāla-kumārako vā caṇḍāla-<b>kumārikā</b> vā kaḷopi-hattho nantaka-vāsī gāmaṃ vā nigamaṃ vā pavisanto nīca-cittaṃ’y’eva upaṭṭhapetvā pavisati;				MN 51	kandarakasuttaṃ	itthi-<b>kumārika</b>-paṭiggahaṇā paṭivirato hoti, dāsi-dāsa-paṭiggahaṇā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kumārikā&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
18249	dāsī	fem		dāsa					maidservant; female slave						dāsī											MN 51	kandarakasuttaṃ	itthi-kumārika-paṭiggahaṇā paṭivirato hoti, <b>dāsi</b>-dāsa-paṭiggahaṇā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dāsī&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
18140	dāsa	masc							slave; servant						dāsa				orig: non an Aryan	AN 4.73	sappurisasuttaṃ	’seyyathā’pi vadhukā yaññad'eva rattiṃ vā divaṃ vā ānītā hoti, tāva’d’ev’assā tibbaṃ hir’ottappaṃ paccupaṭṭhitaṃ hoti sassuyā’pi sasure’pi sāmike’pi antamaso <b>dāsa</b>-kammakara-porisesu				MN 51	kandarakasuttaṃ	itthi-kumārika-paṭiggahaṇā paṭivirato hoti, dāsi-<b>dāsa</b>-paṭiggahaṇā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dāsa&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
18252	dāsidāsa	nt	comp						maids-and-menservants; female and male slaves					dāsī + dāsa	dāsī + dāsa					MN 26	pāsarāsisuttaṃ	kiñ'ca, bhikkhave, jātidhammaṃ vadetha? puttabhariyaṃ, bhikkhave, jātidhammaṃ, <b>dāsidāsaṃ</b> jātidhammaṃ, aj'eḷakaṃ jātidhammaṃ, kukkuṭasūkaraṃ jātidhammaṃ				MN 51	kandarakasuttaṃ	itthikumārikapaṭiggahaṇā paṭivirato hoti, <b>dāsidāsa</b>-paṭiggahaṇā paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dāsidāsa&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
18254	dāsidāsapaṭiggahaṇa	nt	act, comp						accepting female and male servants					dāsi + dāsa + paṭiggahaṇa	dāsī + dāsa + pratigrahaṇa			(MNa) <b>dāsidāsapaṭiggahaṇā</b>'ti ettha dāsidāsavasen'eva tesaṃ paṭiggahaṇaṃ na vaṭṭati, kappiyakārakaṃ dammi, ārāmikaṃ dammī'ti evaṃ vutte pana vaṭṭati.								MN 51	kandarakasuttaṃ	itthikumārikapaṭiggahaṇā paṭivirato hoti, <b>dāsidāsapaṭiggahaṇā</b> paṭivirato hoti	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dāsidāsapaṭiggahaṇa&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
18683	dhamma 04	masc		dharati					mental phenomena; mind object			√dhar 1 a (to hold, carry, endure)		√dhar + ma	dharma	√dhṛ				SN 12.2	vibhaṅgasuttaṃ	rūpataṇhā, saddataṇhā, gandhataṇhā, rasataṇhā, phoṭṭhabbataṇhā, <b>dhamma-</b>taṇhā. ayaṃ vuccati vedanā-paccayā taṇhā.	Paṭicca-samuppāda	Dependent Origination	Teachings	MN 107	gaṇakamoggallānasuttaṃ	manasā <b>dhammaṃ</b> viññāya mā nimittaggāhī hohi m’ānubyañjanaggāhī.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:dhamma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhamma 04&entry.1433863141=Anki"">Fix it here</a>."	Paṭicca-samuppāda Anupubba-sikkhā 
49546	saccavādī	adj	comp						truthful; honest; lit. truth speaker					sacca + vādī	satyavādin											MN 51	kandarakasuttaṃ	musāvādaṃ pahāya musāvādā paṭivirato hoti <b>saccavādī</b> saccasandho theto paccayiko avisaṃvādako lokassa.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saccavādī&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
49541	saccasandha	adj	comp						true to one's word; reliable; lit. united with truth					sacca + sandha												MN 51	kandarakasuttaṃ	musāvādaṃ pahāya musāvādā paṭivirato hoti saccavādī <b>saccasandho</b> theto paccayiko avisaṃvādako lokassa.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saccasandha&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
53133	sandha	adj	in comps	sandahati					connected with; united with; joined with; adhere with			√dhā 1 a (to place, support)		saṃ + √dhā + a	saṃdha	√dhā										MN 51	kandarakasuttaṃ	musāvādaṃ pahāya musāvādā paṭivirato hoti saccavādī sacca-<b>sandho</b> theto paccayiko avisaṃvādako lokassa.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sandha&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
59899	theta	adj		tiṭṭhati					trustworthy; honest; reliable; lit. stable			√ṭhā 1 a (to stand)		√ṭhā > the + ta	sthira	√sthā										MN 51	kandarakasuttaṃ	musāvādaṃ pahāya musāvādā paṭivirato hoti saccavādī saccasandho <b>theto</b> paccayiko avisaṃvādako lokassa.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=theta&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
39757	paccayika	adj		paccaya					trustworthy; reliable; lit. can be falling back to			√i 1 a (to come, go)	√i + *a > e	pati + √i > ay + *a + ka		√i										MN 51	kandarakasuttaṃ	musāvādaṃ pahāya musāvādā paṭivirato hoti saccavādī saccasandho theto <b>paccayiko</b> avisaṃvādako lokassa.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paccayika&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
12692	avisaṃvādaka	adj		na visaṃvāda	neg x2	caus			not breaking one's word; keeping promises; not being deceptive			√vad 1 *e (to say, speak)	√vad + *e > vāde (caus)	na > a + vi + saṃ + vāde + a + ka<br/>avisaṃvāda + ka	avisaṃvādana	√vad										MN 51	kandarakasuttaṃ	musāvādaṃ pahāya musāvādā paṭivirato hoti saccavādī saccasandho theto paccayiko <b>avisaṃvādako</b> lokassa.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=avisaṃvādaka&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
66708	vihiṃsūparatiyā	fem	comp, dat sg	vihiṃsūparati					for preventing harm; for stopping discomfort		for keeping healthy			vihiṃsā + uparati + iyā<br/>vihiṃsūparati + iyā	vihiṃsā + uparatyai			(VISM) <b>vihiṃs'ūparatiyā</b>'ti vihiṃsā nāma jighacchā ābādh'aṭṭhena. tassā uparam'attham'p'esa piṇḍapātaṃ paṭisevati, vaṇ'ālepanam'iva uṇhasīt'ādīsu tappaṭikāraṃ viya ca.								MN 107	gaṇakamoggallānasuttaṃ	n'eva davāya, na madāya na maṇḍanāya na vibhūsanāya, yāva'd'eva imassa kāyassa ṭhitiyā yāpanāya, <b>vihiṃs'ūparatiyā</b> brahmacariy'ānuggahāya	Anupubba-sikkhā	The Gradual Training	Teachings							18n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vihiṃsūparatiyā&entry.1433863141=Anki"">Fix it here</a>."	 Anupubba-sikkhā 
57163	sukara	adj		karoti					easily done; easy to do			√kar 7 o (to do, make)		su + √kar + a	sukara	√kṛ				DHP 163	attavaggo	<b>sukarāni</b> asādhūni, attano ahitāni ca, <br/>yaṃ ve hitañ’ca sādhuñ’ca, taṃ ve paramadukkaraṃ.				SN 1.48	paṇihitācchavaggo	n'āhaṃ, bhikkhave, aññaṃ ekadhammam'pi samanupassāmi yaṃ evaṃ lahuparivattaṃ yatha'y'idaṃ cittaṃ. yāvañ'c'idaṃ, bhikkhave, upamā'pi na <b>sukarā</b> yāva lahuparivattaṃ cittan'ti.				MN 27	cūḷahatthipadopamasuttaṃ	na’y’idaṃ <b>sukaraṃ</b> agāraṃ ajjhāvasatā ek’antaparipuṇṇaṃ ek’antaparisuddhaṃ saṅkhalikhitaṃ brahmacariyaṃ carituṃ.	Anupubba-sikkhā	The Gradual Training	Teachings	18n	55	[sound:sukara.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sukara&entry.1433863141=Anki"">Fix it here</a>."	  Anupubba-sikkhā
